"","x"
"1","135"
"2","109"
"3","28"
"4","87"
"5","229"
"6","202"
"7","78"
"8","213"
"9","119"
"10","93"
"11","83"
"12","75"
"13","243"
"14","217"
"15","198"
"16","171"
"17","122"
"18","148"
"19","55"
"20","74"
"21","147"
"22","84"
"23","31"
"24","63"
"25","95"
"26","168"
"27","177"
"28","149"
"29","2"
"30","64"
"31","69"
"32","154"
"33","54"
"34","73"
"35","7"
"36","15"
"37","21"
"38","26"
"39","30"
"40","104"
"41","140"
"42","43"
"43","5"
"44","34"
"45","107"
"46","132"
"47","244"
"48","181"
"49","175"
"50","236"
"51","126"
"52","92"
"53","201"
"54","188"
"55","65"
"56","22"
"57","71"
"58","19"
"59","86"
"60","85"
"61","182"
"62","123"
"63","156"
"64","127"
"65","138"
"66","160"
"67","51"
"68","39"
"69","222"
"70","14"
"71","108"
"72","46"
"73","145"
"74","143"
"75","114"
"76","169"
"77","211"
"78","29"
"79","241"
"80","225"
"81","153"
"82","245"
"83","111"
"84","195"
"85","179"
"86","186"
"87","208"
"88","234"
"89","240"
"90","139"
"91","230"
"92","167"
"93","192"
"94","203"
"95","76"
"96","118"
"97","223"
"98","239"
"99","212"
"100","35"
"101","25"
"102","68"
"103","106"
"104","50"
"105","102"
"106","24"
"107","41"
"108","117"
"109","61"
"110","172"
"111","44"
"112","120"
"113","193"
"114","115"
"115","94"
"116","248"
"117","97"
"118","27"
"119","37"
"120","49"
"121","219"
"122","98"
"123","174"
"124","180"
"125","233"
"126","99"
"127","79"
"128","96"
"129","205"
"130","159"
"131","231"
"132","209"
"133","210"
"134","105"
"135","112"
"136","185"
"137","125"
"138","101"
"139","247"
"140","221"
"141","82"
"142","164"
"143","155"
"144","60"
"145","207"
"146","110"
"147","128"
"148","150"
"149","161"
"150","66"
"151","137"
"152","189"
"153","176"
"154","133"
"155","224"
"156","228"
"157","246"
"158","165"
"159","220"
"160","237"
"161","226"
"162","214"
"163","227"
"164","40"
"165","32"
"166","9"
"167","89"
"168","129"
"169","16"
"170","151"
"171","17"
"172","146"
"173","194"
"174","42"
"175","141"
"176","13"
"177","4"
"178","36"
"179","80"
"180","88"
"181","90"
"182","121"
"183","70"
"184","152"
"185","134"
"186","184"
"187","103"
"188","23"
"189","18"
"190","249"
"191","170"
"192","216"
"193","59"
"194","58"
"195","124"
"196","173"
"197","47"
"198","157"
"199","20"
"200","6"
"201","0"
"202","11"
"203","10"
"204","33"
"205","77"
"206","162"
"207","144"
"208","136"
"209","3"
"210","215"
"211","1"
"212","8"
"213","200"
"214","178"
"215","242"
"216","52"
"217","116"
"218","166"
"219","81"
"220","206"
"221","53"
"222","191"
"223","199"
"224","218"
"225","187"
"226","72"
"227","62"
"228","197"
"229","163"
"230","235"
"231","12"
"232","48"
"233","142"
"234","131"
"235","113"
"236","158"
"237","196"
"238","238"
"239","91"
"240","190"
"241","130"
"242","67"
"243","183"
"244","56"
"245","100"
"246","57"
"247","38"
"248","204"
"249","232"
"250","45"
