"","x"
"1","107"
"2","92"
"3","85"
"4","34"
"5","134"
"6","121"
"7","247"
"8","88"
"9","120"
"10","175"
"11","149"
"12","150"
"13","148"
"14","173"
"15","221"
"16","207"
"17","201"
"18","239"
"19","204"
"20","40"
"21","99"
"22","128"
"23","123"
"24","28"
"25","41"
"26","16"
"27","30"
"28","55"
"29","78"
"30","43"
"31","13"
"32","10"
"33","27"
"34","100"
"35","33"
"36","7"
"37","70"
"38","76"
"39","79"
"40","32"
"41","53"
"42","46"
"43","12"
"44","47"
"45","89"
"46","178"
"47","187"
"48","159"
"49","111"
"50","174"
"51","209"
"52","72"
"53","143"
"54","137"
"55","122"
"56","186"
"57","172"
"58","91"
"59","19"
"60","44"
"61","116"
"62","124"
"63","132"
"64","130"
"65","86"
"66","126"
"67","232"
"68","163"
"69","141"
"70","177"
"71","199"
"72","203"
"73","184"
"74","24"
"75","35"
"76","38"
"77","62"
"78","129"
"79","185"
"80","166"
"81","84"
"82","75"
"83","8"
"84","181"
"85","197"
"86","26"
"87","61"
"88","80"
"89","139"
"90","168"
"91","155"
"92","216"
"93","198"
"94","180"
"95","183"
"96","117"
"97","103"
"98","57"
"99","71"
"100","73"
"101","140"
"102","94"
"103","95"
"104","161"
"105","114"
"106","170"
"107","105"
"108","90"
"109","131"
"110","112"
"111","193"
"112","192"
"113","15"
"114","42"
"115","65"
"116","17"
"117","20"
"118","6"
"119","109"
"120","67"
"121","45"
"122","191"
"123","106"
"124","18"
"125","66"
"126","142"
"127","3"
"128","1"
"129","31"
"130","48"
"131","11"
"132","50"
"133","21"
"134","52"
"135","4"
"136","14"
"137","83"
"138","49"
"139","0"
"140","25"
"141","22"
"142","58"
"143","56"
"144","63"
"145","115"
"146","82"
"147","153"
"148","54"
"149","37"
"150","125"
"151","39"
"152","77"
"153","104"
"154","9"
"155","5"
"156","29"
"157","2"
"158","23"
"159","96"
"160","36"
"161","157"
"162","87"
"163","169"
"164","188"
"165","127"
"166","110"
"167","164"
"168","59"
"169","81"
"170","135"
"171","160"
"172","60"
"173","64"
"174","165"
"175","69"
"176","93"
"177","68"
"178","196"
"179","158"
"180","98"
"181","136"
"182","146"
"183","224"
"184","102"
"185","171"
"186","230"
"187","246"
"188","206"
"189","225"
"190","220"
"191","113"
"192","162"
"193","238"
"194","215"
"195","144"
"196","228"
"197","218"
"198","234"
"199","108"
"200","51"
"201","74"
"202","151"
"203","182"
"204","205"
"205","235"
"206","119"
"207","195"
"208","200"
"209","152"
"210","118"
"211","138"
"212","97"
"213","147"
"214","133"
"215","213"
"216","208"
"217","214"
"218","167"
"219","210"
"220","236"
"221","156"
"222","202"
"223","217"
"224","245"
"225","227"
"226","179"
"227","226"
"228","212"
"229","154"
"230","222"
"231","223"
"232","241"
"233","243"
"234","249"
"235","194"
"236","211"
"237","237"
"238","248"
"239","101"
"240","176"
"241","190"
"242","145"
"243","233"
"244","189"
"245","219"
"246","242"
"247","231"
"248","229"
