"","x"
"1","47"
"2","122"
"3","173"
"4","165"
"5","82"
"6","166"
"7","193"
"8","242"
"9","138"
"10","233"
"11","162"
"12","79"
"13","54"
"14","72"
"15","35"
"16","74"
"17","60"
"18","0"
"19","216"
"20","68"
"21","23"
"22","5"
"23","26"
"24","157"
"25","114"
"26","73"
"27","245"
"28","89"
"29","46"
"30","92"
"31","111"
"32","18"
"33","64"
"34","93"
"35","150"
"36","159"
"37","237"
"38","4"
"39","11"
"40","65"
"41","62"
"42","27"
"43","194"
"44","183"
"45","174"
"46","86"
"47","51"
"48","147"
"49","168"
"50","238"
"51","224"
"52","112"
"53","155"
"54","240"
"55","171"
"56","151"
"57","59"
"58","170"
"59","248"
"60","87"
"61","241"
"62","199"
"63","154"
"64","156"
"65","108"
"66","34"
"67","25"
"68","160"
"69","213"
"70","232"
"71","204"
"72","203"
"73","212"
"74","178"
"75","123"
"76","207"
"77","197"
"78","208"
"79","141"
"80","132"
"81","202"
"82","38"
"83","205"
"84","201"
"85","161"
"86","101"
"87","222"
"88","117"
"89","77"
"90","148"
"91","185"
"92","81"
"93","75"
"94","94"
"95","50"
"96","176"
"97","17"
"98","42"
"99","20"
"100","137"
"101","179"
"102","177"
"103","31"
"104","210"
"105","12"
"106","187"
"107","130"
"108","70"
"109","30"
"110","129"
"111","139"
"112","249"
"113","9"
"114","239"
"115","192"
"116","218"
"117","53"
"118","167"
"119","158"
"120","145"
"121","8"
"122","71"
"123","16"
"124","40"
"125","103"
"126","44"
"127","121"
"128","215"
"129","236"
"130","113"
"131","214"
"132","109"
"133","169"
"134","55"
"135","221"
"136","136"
"137","247"
"138","105"
"139","188"
"140","56"
"141","95"
"142","98"
"143","135"
"144","110"
"145","163"
"146","211"
"147","43"
"148","172"
"149","144"
"150","100"
"151","88"
"152","84"
"153","230"
"154","2"
"155","28"
"156","90"
"157","184"
"158","125"
"159","164"
"160","196"
"161","10"
"162","1"
"163","124"
"164","133"
"165","37"
"166","97"
"167","19"
"168","104"
"169","22"
"170","6"
"171","7"
"172","57"
"173","149"
"174","52"
"175","39"
"176","49"
"177","36"
"178","21"
"179","175"
"180","223"
"181","85"
"182","126"
"183","83"
"184","48"
"185","29"
"186","45"
"187","63"
"188","225"
"189","226"
"190","119"
"191","67"
"192","99"
"193","78"
"194","217"
"195","41"
"196","76"
"197","146"
"198","80"
"199","198"
"200","61"
"201","181"
"202","153"
"203","152"
"204","219"
"205","182"
"206","14"
"207","33"
"208","190"
"209","24"
"210","186"
"211","91"
"212","180"
"213","127"
"214","143"
"215","15"
"216","96"
"217","209"
"218","69"
"219","116"
"220","243"
"221","13"
"222","128"
"223","142"
"224","244"
"225","107"
"226","58"
"227","229"
"228","200"
"229","120"
"230","189"
"231","191"
"232","131"
"233","231"
"234","66"
"235","106"
"236","228"
"237","195"
"238","3"
"239","246"
"240","235"
"241","140"
"242","32"
"243","102"
"244","118"
"245","115"
"246","227"
"247","220"
"248","206"
"249","134"
"250","234"
