0,11,304
0,47,313
0,71,310
0,129,207
0,192,202
0,665,304
0,805,204
0,879,303
0,1027,303
0,1029,305
0,1155,305
0,1281,308
0,1365,202
0,1439,305
0,1655,202
0,1741,202
0,1931,304
0,2023,202
0,2097,207
0,3315,304
0,3711,203
0,3805,304
0,3969,303
0,4155,202
0,4369,303
0,4483,202
0,5303,306
0,6411,306
0,6417,202
0,6475,204
0,6975,202
0,7141,202
0,7167,202
0,7335,203
0,8429,305
0,9021,204
0,9629,203
0,10293,204
0,10413,304
0,10877,202
0,11535,202
0,11679,304
0,12047,202
0,12635,204
0,12927,203
0,13627,204
0,15489,203
0,15723,204
0,16010,202
0,16548,202
1,160,204
1,386,307
1,618,202
1,854,204
1,1294,206
1,1401,202
1,1781,202
1,2328,206
1,2578,311
1,2901,202
1,3214,304
1,3252,304
1,5480,205
1,5832,307
1,5912,203
1,6196,308
1,6384,303
1,6502,204
1,6874,308
1,7067,203
1,7294,303
1,7462,202
1,7756,202
1,8046,202
1,8518,202
1,9226,202
1,9398,204
1,9480,202
1,9586,303
1,9812,305
1,10574,305
1,10642,202
1,11216,303
1,11326,304
1,11650,202
1,12136,202
1,12286,202
1,13682,202
1,13700,203
1,13702,203
1,14996,202
1,16292,204
1,16884,202
2,659,307
2,875,202
2,1579,311
2,2861,306
2,3389,202
2,4371,205
2,5565,304
2,6265,304
2,8415,305
2,9357,307
2,9761,202
2,11457,303
2,16139,202
3,146,203
3,200,203
3,340,304
3,364,202
3,2100,304
3,2932,309
3,3590,305
3,4730,202
3,4856,202
3,4926,203
3,6028,305
3,6868,202
3,8110,203
3,10572,305
3,12366,202
3,12543,202
3,14812,204
3,14960,202
6,41,315
6,87,203
6,879,308
6,883,309
6,1495,204
6,1733,309
6,1837,313
6,3157,203
6,3179,204
6,3541,202
6,3849,306
6,4579,308
6,5280,303
6,6571,307
6,7401,304
6,8313,305
6,10085,202
6,12329,204
6,14475,204
7,182,208
7,240,319
7,1624,206
7,1632,320
7,2000,306
7,2910,303
7,4398,305
7,4854,305
7,5923,202
7,6620,307
7,6630,303
7,6654,204
7,8334,307
7,8628,202
7,8744,304
7,9254,305
7,10486,305
7,10638,306
7,11130,306
7,13506,203
7,14700,202
7,16352,205
8,305,303
8,1471,304
8,2481,203
8,4787,202
8,10873,202
8,11373,202
8,13183,202
8,14615,202
8,17135,202
9,1757,203
9,2758,202
9,3562,203
9,4412,307
9,6908,202
9,10345,202
9,17026,202
10,31,306
10,1029,308
10,1339,203
10,2023,202
10,3097,202
10,3315,306
10,4148,202
10,10002,202
10,10987,202
10,13073,203
10,13807,202
11,70,306
11,1026,202
11,1280,204
11,1438,305
11,4368,204
11,6410,205
11,11678,203
11,12634,204
11,13700,202
11,15722,203
14,393,304
14,785,314
14,879,306
14,1207,202
14,2417,307
14,2499,306
14,3203,304
14,3815,306
14,6625,303
14,9279,304
14,9915,304
14,11275,310
14,11307,303
14,11409,304
14,12443,208
14,13277,206
14,16241,205
15,838,203
15,1123,202
15,1620,203
15,2075,203
15,2659,202
15,2734,311
15,3405,202
15,3655,202
15,5532,308
15,8152,310
15,10608,314
15,14636,309
16,305,304
16,381,305
16,437,305
16,706,202
16,3524,303
16,3939,202
16,4287,304
16,4423,305
16,11627,203
16,13035,203
17,634,306
17,1144,204
17,1230,202
17,6960,203
17,7168,305
17,7673,202
17,11149,202
18,279,311
18,1243,308
18,2534,204
18,3241,306
18,3377,303
18,3937,206
18,4437,202
18,4461,203
18,5545,203
18,5954,202
18,6414,304
18,7871,304
18,8464,303
18,9900,202
18,10228,202
18,10311,303
18,10385,304
18,11099,305
18,11413,204
18,14009,202
18,15849,202
18,16917,202
19,910,312
19,1020,304
19,1372,303
19,2664,205
19,3194,306
19,4072,310
19,4256,202
19,4268,310
19,4430,306
19,4962,304
19,5756,202
19,6296,303
19,9128,306
19,9154,202
19,9202,309
19,9364,303
19,9510,303
19,11377,303
19,12078,206
19,14564,304
19,15598,202
19,15847,202
19,16536,202
22,183,203
22,453,202
22,972,202
22,2561,202
22,2655,202
22,13314,203
22,13345,202
23,816,204
23,1080,202
23,1500,202
23,1534,203
23,1690,203
23,3296,206
23,3462,202
23,9170,202
23,12868,203
23,13516,202
23,14490,203
24,12273,202
25,306,202
25,2048,202
25,6338,202
26,139,304
26,144,202
26,189,205
26,195,203
26,299,203
26,301,305
26,389,305
26,425,305
26,583,202
26,593,311
26,615,313
26,645,306
26,663,202
26,725,203
26,839,305
26,928,202
26,1037,319
26,1115,207
26,1161,203
26,1181,202
26,1259,206
26,1299,204
26,1340,203
26,1349,202
26,1427,304
26,1465,305
26,1517,310
26,1675,202
26,1786,202
26,1813,309
26,1844,202
26,1955,308
26,2008,203
26,2039,203
26,2099,303
26,2101,203
26,2111,308
26,2259,307
26,2263,204
26,2333,202
26,2345,204
26,2411,305
26,2454,202
26,2477,202
26,2555,203
26,2581,309
26,2592,202
26,2683,306
26,2722,202
26,2785,204
26,2905,202
26,2925,202
26,2951,303
26,3033,203
26,3065,203
26,3225,204
26,3291,204
26,3577,306
26,3717,202
26,3833,204
26,3875,306
26,3903,205
26,3928,204
26,4307,303
26,4323,305
26,4512,203
26,4889,203
26,5121,305
26,5135,305
26,5160,202
26,5429,305
26,5498,202
26,5509,204
26,5551,306
26,5561,303
26,5689,203
26,5749,202
26,5853,204
26,5859,204
26,5989,206
26,6003,202
26,6005,307
26,6081,306
26,6129,308
26,6223,202
26,6371,203
26,6382,202
26,6543,303
26,6667,206
26,6708,202
26,6732,306
26,6751,307
26,6794,202
26,7079,203
26,7117,204
26,7119,304
26,7151,306
26,7223,203
26,7255,202
26,7281,203
26,7312,202
26,7416,202
26,7497,202
26,7827,202
26,7993,202
26,8069,202
26,8071,304
26,8169,306
26,8283,206
26,8467,204
26,8533,305
26,8616,202
26,8779,202
26,8789,202
26,8899,305
26,8911,204
26,8948,202
26,9093,202
26,9165,202
26,9337,203
26,9599,202
26,9645,202
26,9841,202
26,9877,305
26,10117,305
26,10239,202
26,10271,202
26,10355,203
26,10468,202
26,10543,202
26,10597,303
26,10615,204
26,10657,204
26,10791,202
26,10797,202
26,10845,202
26,10875,202
26,10879,303
26,10881,203
26,10915,202
26,10957,203
26,10966,202
26,11245,203
26,11439,303
26,11455,202
26,11503,204
26,11561,202
26,11623,202
26,11743,304
26,11805,203
26,11871,202
26,12162,202
26,12341,202
26,12345,203
26,12687,203
26,13038,202
26,13069,303
26,13455,203
26,13929,202
26,13997,204
26,14039,202
26,14049,203
26,14141,204
26,14189,203
26,14273,203
26,14369,202
26,14603,303
26,15167,202
26,15215,203
26,15273,204
26,15289,205
26,15393,202
26,15790,202
26,16133,204
26,16565,202
26,16756,202
26,17203,202
27,42,310
27,47,202
27,124,202
27,182,309
27,258,203
27,272,304
27,282,204
27,364,309
27,372,308
27,416,306
27,462,203
27,570,306
27,604,311
27,616,305
27,666,305
27,722,203
27,824,202
27,868,308
27,952,206
27,982,203
27,1006,305
27,1036,312
27,1110,204
27,1116,206
27,1254,208
27,1355,202
27,1398,204
27,1402,303
27,1420,203
27,1524,306
27,1592,202
27,1604,308
27,1666,203
27,1750,308
27,1774,308
27,1874,306
27,1891,202
27,1940,202
27,2136,307
27,2244,206
27,2384,204
27,2502,305
27,2528,305
27,2598,202
27,2668,208
27,2730,205
27,2746,306
27,2836,202
27,2844,308
27,2980,202
27,3086,206
27,3226,203
27,3250,202
27,3268,305
27,3320,203
27,3380,203
27,3554,303
27,3560,202
27,3774,202
27,3894,310
27,3904,309
27,4014,202
27,4034,203
27,4192,203
27,4352,202
27,4393,202
27,4510,303
27,4586,304
27,4778,202
27,4920,307
27,5002,203
27,5151,203
27,5274,203
27,5314,203
27,5428,203
27,5464,202
27,5550,204
27,5648,203
27,5780,303
27,5949,202
27,5966,204
27,5970,203
27,5982,204
27,6014,202
27,6132,202
27,6238,204
27,6370,303
27,6378,202
27,6388,204
27,6482,305
27,6548,202
27,6590,202
27,6602,209
27,6716,202
27,6782,202
27,6798,303
27,6838,204
27,6872,306
27,7062,202
27,7076,303
27,7120,204
27,7256,304
27,7475,303
27,7507,203
27,7582,204
27,7782,202
27,8094,202
27,8114,304
27,8156,202
27,8178,202
27,8274,202
27,8282,304
27,8362,304
27,8440,306
27,8617,202
27,8626,207
27,8690,202
27,8780,203
27,8842,304
27,8920,202
27,9102,202
27,9240,202
27,9274,203
27,9312,203
